path_a,split_a,stem_a,path_b,split_b,stem_b,min_phash_dist,dhash_dist,cosine_sim,good_matches,ransac_inliers,inlier_ratio,containment_a_in_b,containment_b_in_a,homography_found
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_360.jpg,train,SANAS_SOCORRO_360,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_285.jpg,val,SANAS_NUEVAS_285,-1,-1,0.9297127723693848,12,4,0.3333333333333333,0.03526377,0.0617116,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\ROYA_FONDO_91.jpg,train,ROYA_FONDO_57,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_57.jpg,test,ROYA_FONDO_91,24,12,0.9094076156616211,8,4,0.5,0.68254,0.68254,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_102.jpg,test,SANAS_SOCORRO_102,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_99.jpg,train,SANAS_SOCORRO_99,-1,-1,0.9295276999473572,2371,1612,0.6798819063686208,0.93105894,0.859439,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_P_A_72.jpg,train,COCO_P_A_72,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_361.jpg,val,SANAS_SOCORRO_361,-1,-1,0.8562361001968384,17,6,0.35294117647058826,0.0023225239,0.0018064075,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_496.jpg,test,SANAS_SOCORRO_496,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_84.jpg,train,MINEIRO_84,-1,-1,0.9083900451660156,12,4,0.3333333333333333,0.0150413895,0.016712654,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_310.jpg,train,SANAS_SOCORRO_310,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_368.jpg,val,SANAS_SOCORRO_368,-1,-1,0.9200714230537415,8,4,0.5,7.234474e-05,0.00010334963,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_82.jpg,train,SANAS_SOCORRO_82,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_347.jpg,val,SANAS_SOCORRO_347,-1,-1,0.9394670128822327,4,4,1.0,0.0,0.0,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_26.jpg,train,SANAS_NUEVAS_26,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_21.jpg,val,SANAS_NUEVAS_21,-1,-1,0.9205148220062256,30,6,0.2,0.023146488,0.033433814,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_241.jpg,test,SANAS_NUEVAS_241,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_MA_27.jpg,train,ROYA_MA_27,-1,-1,0.8946420550346375,47,4,0.0851063829787234,3.633045e-08,1.8165226e-08,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_374.jpg,test,SANAS_NUEVAS_374,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_375.jpg,val,SANAS_NUEVAS_375,-1,-1,0.9409812092781067,141,96,0.6808510638297872,0.6167529,0.6641954,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_P_A_33.jpg,train,ROYA_P_A_33,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_M_A_84.jpg,val,COCO_M_A_84,-1,-1,0.867052435874939,9,4,0.4444444444444444,0.05021226,0.05021226,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_M_A_78.jpg,train,COCO_M_A_78,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_M_A_30.jpg,val,COCO_M_A_30,-1,-1,0.932030439376831,16,5,0.3125,0.0020273337,0.0020273337,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_497.jpg,train,SANAS_NUEVAS_497,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_413.jpg,val,SANAS_SOCORRO_413,-1,-1,0.9500342011451721,15,5,0.3333333333333333,0.1296339,0.083336085,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_128.jpg,test,SANAS_NUEVAS_128,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\ROYA_P_A_12.jpg,val,ROYA_P_A_12,-1,-1,0.9239658713340759,17,5,0.29411764705882354,0.12105615,0.08804083,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_M_A_88.jpg,train,COCO_M_A_88,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_421.jpg,val,SANAS_NUEVAS_421,-1,-1,0.9220245480537415,23,7,0.30434782608695654,2.1192763e-08,2.3119377e-08,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_547.jpg,test,SANAS_NUEVAS_547,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_549.jpg,train,SANAS_NUEVAS_549,-1,-1,0.8898604512214661,1471,1364,0.9272603670972128,0.817988,0.46742168,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_535.jpg,test,SANAS_NUEVAS_535,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_532.jpg,train,SANAS_NUEVAS_532,-1,-1,0.9371901750564575,5,0,0.0,0.0,0.0,False
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_RECORTES_14.jpg,train,ROYA_RECORTES_14,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\ROYA_RECORTES_38.jpg,val,ROYA_RECORTES_38,-1,-1,0.8851429224014282,1,0,0.0,0.0,0.0,False
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_506.jpg,test,SANAS_SOCORRO_506,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_610.jpg,train,SANAS_NUEVAS_610,-1,-1,0.9564158916473389,512,493,0.962890625,0.9991148,0.9991148,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINEIRO_32.jpg,test,MINEIRO_32,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_0.jpg,train,MINEIRO_0,-1,-1,0.895915150642395,32,5,0.15625,1.66893e-06,1.66893e-06,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINADOR_54.jpg,train,SANAS_SOCORRO_444,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_444.jpg,test,MINADOR_54,12,22,-1.0,14,10,0.7142857142857143,1.8649631e-06,2.3978098e-06,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_RECORTE_139.jpg,train,COCO_RECORTE_139,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_RECORTE_63.jpg,val,COCO_RECORTE_63,-1,-1,0.8539421558380127,10,5,0.5,0.0029475093,0.003930012,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_342.jpg,train,SANAS_SOCORRO_342,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_345.jpg,val,SANAS_SOCORRO_345,-1,-1,0.9641032814979553,22,6,0.2727272727272727,0.58392704,0.9175996,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINADOR_29.jpg,test,MINADOR_29,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_157.jpg,train,MINEIRO_157,-1,-1,0.9057961702346802,25,5,0.2,3.874302e-07,3.874302e-07,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_P_A_65.jpg,train,COCO_P_A_65,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_282.jpg,val,SANAS_SOCORRO_282,-1,-1,0.8521239757537842,13,6,0.46153846153846156,0.00031017727,0.0002537814,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINEIRO_112.jpg,test,MINEIRO_112,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_81.jpg,train,MINEIRO_81,-1,-1,0.8945062160491943,35,6,0.17142857142857143,3.1789146e-08,3.1789146e-08,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_207.jpg,train,SANAS_NUEVAS_207,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\ROYA_MA_37.jpg,val,ROYA_MA_37,-1,-1,0.9328904747962952,26,6,0.23076923076923078,5.729993e-06,3.8199955e-06,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\ROYA_FONDO_26.jpg,train,ROYA_FONDO_64,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_64.jpg,test,ROYA_FONDO_26,24,12,0.8703522086143494,19,6,0.3157894736842105,0.0005177975,0.0005177975,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\COCO_M_A_89.jpg,test,COCO_M_A_89,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_Muy_A_78.jpg,train,COCO_Muy_A_78,-1,-1,0.926416277885437,24,6,0.25,0.025475502,0.025475502,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINEIRO_8.jpg,test,MINEIRO_8,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_38.jpg,train,MINEIRO_38,-1,-1,0.915238618850708,25,10,0.4,2.880891e-08,3.2924472e-08,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_371.jpg,train,SANAS_SOCORRO_371,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_583.jpg,val,SANAS_NUEVAS_583,-1,-1,0.9554834365844727,5,4,0.8,1.0694777e-06,1.6636319e-06,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_65.jpg,test,SANAS_NUEVAS_65,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_32.jpg,train,SANAS_NUEVAS_32,-1,-1,0.895477294921875,11,4,0.36363636363636365,0.013927541,0.013927541,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_111.jpg,test,SANAS_NUEVAS_111,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_P_A_2.jpg,train,ROYA_P_A_2,-1,-1,0.9271397590637207,18,5,0.2777777777777778,0.3948846,0.2512902,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_M_A_29.jpg,train,COCO_M_A_29,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_M_A_9.jpg,val,COCO_M_A_9,-1,-1,0.9251503944396973,28,4,0.14285714285714285,0.0055316924,0.0038721848,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\COCO_Muy_A_70.jpg,test,COCO_Muy_A_70,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_M_A_61.jpg,train,COCO_M_A_61,-1,-1,0.9083003401756287,26,7,0.2692307692307692,0.0017926163,0.0017926163,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_7.jpg,train,MINADO_RECORTES_7,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINADO_RECORTES_10.jpg,val,MINADO_RECORTES_10,-1,-1,0.9043012857437134,14,5,0.35714285714285715,0.010024162,0.008203528,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_RECORTES_39.jpg,train,ROYA_RECORTES_39,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\ROYA_RECORTES_38.jpg,val,ROYA_RECORTES_38,-1,-1,0.8520065546035767,1,0,0.0,0.0,0.0,False
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_210.jpg,test,SANAS_SOCORRO_210,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_212.jpg,train,SANAS_SOCORRO_212,-1,-1,0.9261888265609741,1222,1197,0.9795417348608838,0.7504912,1.0506877,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_431.jpg,train,SANAS_NUEVAS_431,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_284.jpg,val,SANAS_SOCORRO_284,-1,-1,0.908318042755127,7,5,0.7142857142857143,1.2715658e-08,9.082613e-09,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\COCO_P_A_30.jpg,test,COCO_P_A_30,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_P_A_36.jpg,train,COCO_P_A_36,-1,-1,0.9551887512207031,346,337,0.9739884393063584,0.877263,0.97473663,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_82.jpg,train,MINADOR_82,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINEIRO_77.jpg,val,MINEIRO_77,-1,-1,0.9328962564468384,16,5,0.3125,6.17822e-05,6.17822e-05,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_217.jpg,test,SANAS_NUEVAS_217,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_226.jpg,train,SANAS_NUEVAS_226,-1,-1,0.9410548210144043,7,4,0.5714285714285714,0.09376878,0.10158285,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_43.jpg,train,MINADOR_43,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINEIRO_141.jpg,val,MINEIRO_141,-1,-1,0.8771191239356995,12,3,0.25,0.00019860356,0.00025534743,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\COCO_P_A_11.jpg,train,ROYA_FONDO_3,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_3.jpg,test,COCO_P_A_11,12,18,-1.0,34,9,0.2647058823529412,0.003488259,0.002325506,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\ROYA_FONDO_52.jpg,test,ROYA_FONDO_52,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_92.jpg,train,ROYA_FONDO_92,-1,-1,0.9089241027832031,11,0,0.0,9.37144e-06,1.3387771e-05,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\COCO_P_A_33.jpg,test,COCO_P_A_33,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_P_A_2.jpg,val,COCO_P_A_2,-1,-1,0.9137275218963623,41,7,0.17073170731707318,1.1738141e-05,9.390513e-06,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINADO_RECORTES_40.jpg,test,MINADO_RECORTES_40,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_115.jpg,train,MINADO_RECORTES_115,-1,-1,0.9044706225395203,13,7,0.5384615384615384,0.66945547,0.8021535,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_30.jpg,train,MINADOR_30,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINEIRO_73.jpg,val,MINEIRO_73,26,11,-1.0,23,5,0.21739130434782608,6.1583516e-05,6.1583516e-05,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_RECORTE_104.jpg,train,COCO_RECORTE_104,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_RECORTE_134.jpg,val,COCO_RECORTE_134,-1,-1,0.8640519380569458,16,5,0.3125,0.00037252903,0.00052154064,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_163.jpg,train,MINEIRO_163,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINADOR_56.jpg,val,MINADOR_56,-1,-1,0.8947607278823853,37,6,0.16216216216216217,0.001295956,0.001295956,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_419.jpg,test,SANAS_NUEVAS_419,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_252.jpg,val,SANAS_SOCORRO_252,-1,-1,0.9307297468185425,59,20,0.3389830508474576,0.7912078,0.67817813,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_Muy_A_68.jpg,train,COCO_Muy_A_68,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_446.jpg,val,SANAS_NUEVAS_446,-1,-1,0.877354621887207,11,4,0.36363636363636365,1.4605666e-05,1.6066233e-05,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\ROYA_P_A_26.jpg,test,ROYA_P_A_26,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\ROYA_P_A_9.jpg,val,ROYA_P_A_9,-1,-1,0.9103482365608215,18,6,0.3333333333333333,0.00021006266,0.00021006266,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_206.jpg,train,SANAS_SOCORRO_206,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_375.jpg,val,SANAS_NUEVAS_375,-1,-1,0.8922449946403503,5,4,0.8,0.16317461,0.1903704,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_RECORTES_85.jpg,train,ROYA_RECORTES_85,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\ROYA_RECORTES_28.jpg,val,ROYA_RECORTES_28,-1,-1,0.8728612661361694,8,0,0.0,0.0,0.0,False
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_400.jpg,train,SANAS_SOCORRO_400,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_21.jpg,val,SANAS_SOCORRO_21,-1,-1,0.9123699069023132,17,5,0.29411764705882354,0.51317954,0.9530477,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_398.jpg,train,SANAS_SOCORRO_398,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_470.jpg,val,SANAS_SOCORRO_470,-1,-1,0.9373506307601929,11,4,0.36363636363636365,0.029213239,0.021245992,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_Muy_A_16.jpg,train,ROYA_Muy_A_16,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_M_A_65.jpg,val,COCO_M_A_65,-1,-1,0.9048791527748108,10,6,0.6,7.26609e-08,1.2715658e-07,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_423.jpg,test,SANAS_SOCORRO_423,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_545.jpg,train,SANAS_NUEVAS_545,-1,-1,0.9485452771186829,1820,1562,0.8582417582417582,0.80068076,1.1209531,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_317.jpg,train,SANAS_SOCORRO_317,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_278.jpg,val,SANAS_NUEVAS_278,-1,-1,0.9541164636611938,20,5,0.25,3.9233582e-05,4.3156942e-05,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_RECORTE_47.jpg,train,COCO_RECORTE_47,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_RECORTE_102.jpg,val,COCO_RECORTE_102,-1,-1,0.9187195301055908,4,4,1.0,0.0016862008,0.0016862008,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_169.jpg,test,SANAS_SOCORRO_169,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_174.jpg,train,SANAS_NUEVAS_174,-1,-1,0.9262944459915161,2,0,0.0,0.0,0.0,False
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_444.jpg,train,SANAS_NUEVAS_444,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_446.jpg,val,SANAS_NUEVAS_446,-1,-1,0.8622901439666748,7,4,0.5714285714285714,0.8663739,0.63534087,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_73.jpg,train,MINADOR_73,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINEIRO_80.jpg,val,MINEIRO_80,18,12,0.919090986251831,9,5,0.5555555555555556,0.004076437,0.004658785,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_43.jpg,train,MINEIRO_43,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINADOR_18.jpg,val,MINADOR_18,-1,-1,0.9152246713638306,22,7,0.3181818181818182,0.005672375,0.005672375,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_M_A_93.jpg,train,COCO_M_A_93,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_Muy_A_85.jpg,val,COCO_Muy_A_85,-1,-1,0.9242490530014038,22,7,0.3181818181818182,0.08316105,0.08316105,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_74.jpg,train,ROYA_FONDO_74,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_P_A_77.jpg,val,COCO_P_A_77,28,12,-1.0,31,2,0.06451612903225806,8.34465e-06,8.34465e-06,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_113.jpg,train,SANAS_NUEVAS_113,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_42.jpg,val,SANAS_NUEVAS_42,-1,-1,0.8999217748641968,24,6,0.25,0.0041949716,0.0041949716,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_138.jpg,test,SANAS_SOCORRO_138,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_132.jpg,train,SANAS_SOCORRO_132,-1,-1,0.9661549925804138,3,0,0.0,0.0,0.0,False
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINADOR_52.jpg,test,MINADOR_52,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_139.jpg,train,MINEIRO_139,-1,-1,0.9142595529556274,18,4,0.2222222222222222,3.2583873e-07,3.2583873e-07,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\COCO_M_A_57.jpg,test,COCO_M_A_57,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_M_A_78.jpg,train,COCO_M_A_78,-1,-1,0.9195888638496399,24,7,0.2916666666666667,0.00424879,0.003399032,True
